59.09231196	60.2	62.32495379	60.9	63.92501055	64.9	64.13221089	65.2	68.9157	70.6	70.13622	70.5	70.33335	71.4	70.83992	72
59.11486736	60	62.27148031	61.1	63.84460859	65.1	63.95068729	65	69.14275	70.6	70.05791	70.8	70.19009	71.5	71.12048	72.1
59.27770196	60.6	62.3941533	60.7	64.27629913	64.9	64.16970408	65.1	68.90531	70.6	69.97552	71.1	70.13295	71.6	71.05372	71.9
59.10074372	60.3	62.48305104	60.8	64.31690975	64.9	64.03718455	65.3	69.10925	70.4	70.08454	71.1	70.31799	71.6	70.94436	72
59.26123572	60.3	62.38112744	61.3	64.24252991	65.1	64.17431717	65.1	69.09676	70.7	69.92997	71	70.4613	71.6	70.97293	72
59.15204775	60.1	62.60368321	61.8	63.93460197	64.9	64.76196176	64.9	69.09588	70.6	70.09802	71.2	70.35954	71.8	71.00422	72.3
59.4005108	60.3	62.54479427	62.2	64.10817404	65.3	64.5305709	65.3	69.3331	70.8	69.94823	70.9	70.44202	71.6	70.98827	72.2
59.3055088	60.4	62.34328945	62.1	64.42681443	65.7	64.92850761	65.3	69.14154	70.5	70.2241	70.9	70.47999	71.5	70.89639	72.1
58.94990173	60.3	62.58184644	62.6	63.73478434	65.2	66.3406389	66.8	69.3166	70.5	70.41545	71.3	70.57947	71.7	70.68584	71.8
59.06470417	60.1	62.36898143	62.8	64.02306714	64.9	66.07508908	66.9	69.13063	71	70.07948	71	70.57305	71.8	71.0201	71.5
58.99021332	60.1	62.36264735	63.1	64.17182433	65.2	65.66672025	66.9	69.23535	70.7	70.17236	71.1	70.57947	71.7	71.02423	72.3
59.03531392	60.3	62.20951507	63.2	64.3797193	64.9	66.05371576	66.6	68.99639	70.9	69.9656	71.6	70.57305	71.8	70.98677	72
59.23210534	60.4	62.60140662	63.3	64.15893351	65.2	65.74486361	66.7	69.31524	70.4	70.18572	71.5	70.56152	71.7	70.83717	71.9
59.0665776	60.3	63.04039394	63.2	64.15902755	65.1	65.53692611	66.6	69.16927	70.1	70.12303	71.4	70.48291	71.5	71.05847	71.9
59.17776474	60.5	62.97401405	63.2	63.98484972	65.1	65.84197853	66.7	69.03899	70.4	70.5088	71.5	70.79325	71.6	71.03458	71.9
59.03704217	60.3	62.57012338	63.4	64.31369242	65	66.14699775	66.7	69.03958	70.6	70.12387	71.5	70.69494	71.6	70.81884	71.8
59.40220582	60.2	62.92130647	63.1	64.46689428	65	66.17083917	66.8	68.91803	70.4	70.02131	71.6	70.32792	71.6	70.54339	71.9
59.20311838	60.3	62.8420315	63.1	64.59927434	65.1	65.64662721	66.6	69.04338	70.6	70.11847	71.6	70.49097	71.7	70.74113	71.7
59.18075541	60	62.78271723	63.4	64.45573502	65	65.78888353	66.6	69.1165	70.4	70.17246	71.3	70.44899	71.6	70.77039	71.9
59.37929057	60.5	62.71815675	63.1	64.05215629	65.3	65.72942386	66.7	68.7777	70.5	70.20657	71.3	70.50371	72.1	70.88993	71.9
59.10867745	60.7	62.6168496	63.1	64.29744182	65.1	66.27429635	66.8	68.87009	70.3	69.90708	71.3	70.80652	71.7	70.89379	71.9
58.9581913	60.3	62.78489543	63.3	63.89142196	65	66.20245591	66.9	68.97592	70.3	70.37276	71.4	70.70127	71.7	70.72516	72
59.22570574	60.4	62.81071024	63.4	64.15579934	64.9	66.12296707	66.9	69.07025	70.4	70.06716	71.3	70.43736	71.6	70.76334	71.6
59.228228	60.4	62.87536229	63.7	64.12498789	65.2	65.84555928	67.2	68.63106	70.5	70.06434	71.8	70.504	71.7	71.0686	71.7
59.02993033	60.5	62.86577267	63.3	64.3350496	65.1	66.38981924	67	68.80306	70.3	70.18777	71.4	70.42498	71.4	71.10228	71.9
59.30648436	60.5	62.85065237	63.5	64.02603095	65.3	65.86654045	66.7	68.90275	70.4	70.02357	71.4	70.22973	71.8	71.0036	72.1
59.26531591	60.2	63.05048596	64	64.35011071	65	66.0282221	66.8	68.85522	70.2	70.27212	71.2	70.45997	71.5	71.26108	71.9
59.20290375	60.5	62.87200389	63.7	64.27232197	65.1	65.96224218	66.5	69.10094	70.5	70.12205	71.5	70.39358	71.6	70.98113	72.1
59.27403807	60.6	62.88692767	63.5	64.25698721	65.2	65.93928607	66.8	68.88293	70.7	70.16265	71.4	70.43515	71.9	70.90382	72
59.19054944	60.5	63.01666123	63.7	64.29559537	65.1	65.85698609	66.8	68.63351	70.5	70.38035	71.5	70.53664	71.7	70.98391	72.2
59.44290061	60.5	62.47326832	63.6	64.47867832	65.2	65.79511134	66.9	68.92828	70.2	70.23935	71.6	70.68367	71.4	70.93152	71.8
59.66427102	60.6	62.53125992	63.5	64.5260622	65	65.54188033	66.9	68.9815	70.3	69.87269	71.5	70.4997	71.7	70.98195	71.8
59.39581173	60.5	62.59447281	63.6	64.45921782	65.3	65.8922022	66.4	68.73054	70.6	70.03242	71.4	70.42419	71.5	70.81763	71.9
59.81185365	60.6	62.81278398	63.8	64.2934178	65.4	66.12298038	66.5	68.98164	70.3	70.06874	71.4	70.43011	71.6	71.06484	71.8
59.45521682	60.8	62.9169861	63.5	64.56593641	65.2	65.96973834	66.6	69.19967	70.4	70.03448	71.6	70.65249	71.8	70.79932	72
59.49375878	60.7	63.11124178	63.5	64.57701731	65.1	65.71938617	66.4	68.74644	70.3	70.31943	71.5	70.29837	71.6	70.91933	71.9
59.52975484	60.5	62.6911123	63.6	64.39150807	65.2	65.86568478	66.7	68.8792	70.6	70.1264	71.5	70.44199	71.5	71.14954	72
