"hr8","min","sec","dBA","Time"
14,25,0,62.5193781077086,"14:25:0"
14,25,0,62.4835564919188,"14:25:0"
14,25,0,62.3690398284074,"14:25:0"
14,25,0,62.020194338104,"14:25:0"
14,25,0,62.5312739561266,"14:25:0"
14,25,0,62.016174602417,"14:25:0"
14,25,0,62.3918976507848,"14:25:0"
14,25,0,62.4932546452299,"14:25:0"
14,25,0,62.2752846651081,"14:25:0"
14,25,0,62.2576389901642,"14:25:0"
14,25,0,62.644431455979,"14:25:0"
14,25,0,62.6830750975719,"14:25:0"
14,25,0,62.1319740020947,"14:25:0"
14,25,0,62.4728533839418,"14:25:0"
14,25,0,62.597568936352,"14:25:0"
14,25,0,62.4538108846735,"14:25:0"
14,25,0,62.5661391253374,"14:25:0"
14,25,0,62.2118943737972,"14:25:0"
14,25,0,62.6360283997206,"14:25:0"
14,25,0,62.1713684582113,"14:25:0"
14,25,0,62.3299747905079,"14:25:0"
14,25,0,62.5868380450097,"14:25:0"
14,25,0,62.4381105021359,"14:25:0"
14,25,0,62.1851853210407,"14:25:0"
14,25,0,61.9832235650382,"14:25:0"
14,25,0,62.1408775854876,"14:25:0"
14,25,0,62.3295290457859,"14:25:0"
14,25,0,62.1288872928795,"14:25:0"
14,25,0,62.5395927734578,"14:25:0"
14,25,0,62.2124341575856,"14:25:0"
14,25,0,62.2739074984079,"14:25:0"
14,25,0,62.2864545127636,"14:25:0"
14,25,0,62.5778273340133,"14:25:0"
14,25,0,62.5447115121536,"14:25:0"
14,25,0,62.1057622161153,"14:25:0"
14,25,0,62.6005185896766,"14:25:0"
14,25,0,62.4662469932461,"14:25:0"
14,25,0,62.2205543779958,"14:25:0"
14,25,0,62.0161012710915,"14:25:0"
14,25,0,62.6199409623456,"14:25:0"
14,25,0,62.0550486082733,"14:25:0"
14,25,0,62.3514337738037,"14:25:0"
14,25,0,62.5045872931682,"14:25:0"
14,25,0,62.5113384941394,"14:25:0"
14,25,0,62.1543034200479,"14:25:0"
14,25,0,62.4123695547093,"14:25:0"
14,25,0,62.3065762890365,"14:25:0"
14,25,0,62.1659756769784,"14:25:0"
14,26,0,62.0837540749116,"14:26:0"
14,26,0,62.4696043374694,"14:26:0"
14,26,0,62.2383781941511,"14:26:0"
14,26,0,62.2551927101257,"14:26:0"
14,26,0,62.6139308592526,"14:26:0"
14,26,0,62.5391357030858,"14:26:0"
14,26,0,62.4746014244423,"14:26:0"
14,26,0,62.199703868254,"14:26:0"
14,26,0,62.3191121688019,"14:26:0"
14,26,0,62.3353511695304,"14:26:0"
14,26,0,62.6609473812856,"14:26:0"
14,26,0,62.5669867909184,"14:26:0"
14,26,0,62.2113552459566,"14:26:0"
14,26,0,62.2362758998698,"14:26:0"
14,26,0,62.6035356871189,"14:26:0"
14,26,0,62.4700345581168,"14:26:0"
14,26,0,62.319938507739,"14:26:0"
14,26,0,62.5463504750171,"14:26:0"
14,26,0,62.0793421908759,"14:26:0"
14,26,0,62.5989005372897,"14:26:0"
14,26,0,62.0217812722352,"14:26:0"
14,26,0,62.2489144245891,"14:26:0"
14,26,0,62.4957476881225,"14:26:0"
14,26,0,62.3659228512834,"14:26:0"
14,26,0,62.2046609918643,"14:26:0"
14,26,0,62.2264490356309,"14:26:0"
14,26,0,62.2608007649029,"14:26:0"
14,26,0,62.4051434667434,"14:26:0"
14,26,0,62.3480076581358,"14:26:0"
14,26,0,62.3014060393831,"14:26:0"
14,26,0,62.6199892097727,"14:26:0"
14,26,0,62.4397807503474,"14:26:0"
14,26,0,62.4414658142767,"14:26:0"
14,26,0,62.1618023639932,"14:26:0"
14,26,0,62.1591219444241,"14:26:0"
14,26,0,62.3840381534081,"14:26:0"
14,26,0,62.5223646755596,"14:26:0"
14,26,0,62.2664409408656,"14:26:0"
14,26,0,62.232734285261,"14:26:0"
14,26,0,62.011320920171,"14:26:0"
14,26,0,62.2270612302022,"14:26:0"
14,26,0,62.4886034551049,"14:26:0"
14,26,0,62.4839403013734,"14:26:0"
14,26,0,62.3474878414421,"14:26:0"
14,26,0,62.2126181697294,"14:26:0"
14,26,0,62.538994686898,"14:26:0"
14,26,0,62.2436718672007,"14:26:0"
14,26,0,62.6118559844969,"14:26:0"
14,26,0,62.2440322372981,"14:26:0"
14,26,0,62.4475469690707,"14:26:0"
14,26,0,62.5299501137634,"14:26:0"
14,26,0,62.5536616204319,"14:26:0"
14,26,0,62.3613596284388,"14:26:0"
14,26,0,62.2969941791391,"14:26:0"
14,26,0,62.5196725668722,"14:26:0"
14,26,0,62.4889008844082,"14:26:0"
14,26,0,62.4046828907455,"14:26:0"
14,26,0,62.7387094048465,"14:26:0"
14,27,0,62.5601678619256,"14:27:0"
14,27,0,62.3736048149805,"14:27:0"
14,27,0,62.2896248600584,"14:27:0"
14,27,0,62.7242648825949,"14:27:0"
14,27,0,62.2465691040264,"14:27:0"
14,27,0,62.6280533855018,"14:27:0"
14,27,0,62.4087242503898,"14:27:0"
14,27,0,62.382600830114,"14:27:0"
14,27,0,62.1514934549547,"14:27:0"
14,27,0,62.0000638470844,"14:27:0"
14,27,0,62.1055784134193,"14:27:0"
14,27,0,62.1746454730374,"14:27:0"
14,27,0,62.1583446832764,"14:27:0"
14,27,0,62.3899460175232,"14:27:0"
14,27,0,62.2214269750904,"14:27:0"
14,27,0,62.4695418412743,"14:27:0"
14,27,0,62.6300244888229,"14:27:0"
14,27,0,62.4992110630581,"14:27:0"
14,27,0,62.3682560351947,"14:27:0"
14,27,0,62.3479414160438,"14:27:0"
14,27,0,62.3527196574177,"14:27:0"
14,27,0,62.3846740763955,"14:27:0"
14,27,0,62.4444852377331,"14:27:0"
14,27,0,62.3119888844267,"14:27:0"
14,27,0,62.3491468734483,"14:27:0"
14,27,0,62.7831913484491,"14:27:0"
14,27,0,62.4340176914239,"14:27:0"
14,27,0,62.2559106939595,"14:27:0"
14,27,0,62.0615897748402,"14:27:0"
14,27,0,62.1373084025855,"14:27:0"
14,27,0,62.2502922145126,"14:27:0"
14,27,0,62.3717824484016,"14:27:0"
14,27,0,62.4302962034646,"14:27:0"
14,27,0,62.2047345235428,"14:27:0"
14,27,0,61.971359591864,"14:27:0"
14,27,0,62.5483910367165,"14:27:0"
14,27,0,62.1865871298044,"14:27:0"
14,27,0,62.37432394351,"14:27:0"
14,27,0,62.1749889688194,"14:27:0"
14,27,0,62.3100697468581,"14:27:0"
14,27,0,62.1688159142645,"14:27:0"
14,27,0,62.6474465686312,"14:27:0"
14,27,0,62.2582117320159,"14:27:0"
14,27,0,62.1961994830502,"14:27:0"
14,27,0,62.3944293369102,"14:27:0"
14,27,0,62.741940997377,"14:27:0"
14,27,0,62.0988128285488,"14:27:0"
14,27,0,62.2937160210214,"14:27:0"
14,27,0,62.3976369142411,"14:27:0"
14,27,0,62.4325226799548,"14:27:0"
14,27,0,62.3861070860114,"14:27:0"
14,27,0,62.1887876348268,"14:27:0"
14,27,0,62.4513146523552,"14:27:0"
14,27,0,62.5383539431205,"14:27:0"
14,27,0,62.3106115197893,"14:27:0"
14,27,0,62.1676966199589,"14:27:0"
14,27,0,62.5451930192355,"14:27:0"
14,27,0,62.3120060967235,"14:27:0"
14,28,0,62.4074614433817,"14:28:0"
14,28,0,62.1792229631379,"14:28:0"
14,28,0,62.286366821292,"14:28:0"
14,28,0,62.2335279457236,"14:28:0"
14,28,0,62.3667248494325,"14:28:0"
14,28,0,62.4673485342332,"14:28:0"
14,28,0,62.4352445397484,"14:28:0"
14,28,0,62.3472023567513,"14:28:0"
14,28,0,62.6118660336958,"14:28:0"
14,28,0,62.1105670520724,"14:28:0"
14,28,0,62.4902762866407,"14:28:0"
14,28,0,62.2469263623293,"14:28:0"
14,28,0,62.2875870864444,"14:28:0"
14,28,0,62.2441624825805,"14:28:0"
14,28,0,62.3596543823224,"14:28:0"
14,28,0,62.5056151708299,"14:28:0"
14,28,0,62.5206646705106,"14:28:0"
14,28,0,62.1945449522359,"14:28:0"
14,28,0,62.4813812742845,"14:28:0"
14,28,0,62.441133717667,"14:28:0"
14,28,0,62.1607953043619,"14:28:0"
14,28,0,62.5339776976908,"14:28:0"
14,28,0,62.2736448582133,"14:28:0"
14,28,0,62.2862343027323,"14:28:0"
14,28,0,62.2966935473591,"14:28:0"
14,28,0,62.303491823002,"14:28:0"
14,28,0,62.3947735122338,"14:28:0"
14,28,0,62.1896382569925,"14:28:0"
14,28,0,62.0839233599555,"14:28:0"
14,28,0,62.5231737736543,"14:28:0"
14,28,0,62.2923122100095,"14:28:0"
14,28,0,62.4605566061907,"14:28:0"
14,28,0,62.3858515921637,"14:28:0"
14,28,0,62.4460785450112,"14:28:0"
14,28,0,62.3230783456276,"14:28:0"
14,28,0,62.3259455511478,"14:28:0"
14,28,0,62.3099520515665,"14:28:0"
14,28,0,62.3723121708671,"14:28:0"
14,28,0,62.3346897103094,"14:28:0"
14,28,0,62.3561417497874,"14:28:0"
14,28,0,62.2852962328908,"14:28:0"
14,28,0,62.3924450029186,"14:28:0"
14,28,0,62.3438265324802,"14:28:0"
14,28,0,62.3221677639164,"14:28:0"
14,28,0,62.3235384079874,"14:28:0"
14,28,0,62.0000174647856,"14:28:0"
14,28,0,62.1890695185479,"14:28:0"
14,28,0,62.1453000587573,"14:28:0"
14,28,0,41.3870435809262,"14:28:0"
14,28,0,38.5400497860052,"14:28:0"
14,28,0,38.9030260715625,"14:28:0"
14,28,0,37.6713544626008,"14:28:0"
14,28,0,37.8039134334511,"14:28:0"
14,28,0,37.9090610481856,"14:28:0"
14,28,0,38.0708372033625,"14:28:0"
14,28,0,38.3472696591195,"14:28:0"
14,28,0,40.5458168428667,"14:28:0"
14,28,0,39.8196716611377,"14:28:0"
14,28,0,38.195143625892,"14:28:0"
14,29,0,38.1388375253208,"14:29:0"
14,29,0,37.313501954051,"14:29:0"
14,29,0,37.6546675223415,"14:29:0"
14,29,0,37.7197410026459,"14:29:0"
14,29,0,37.3865183922723,"14:29:0"
14,29,0,37.7533423844811,"14:29:0"
14,29,0,38.2590751187937,"14:29:0"
14,29,0,38.395214903672,"14:29:0"
14,29,0,38.8786117446907,"14:29:0"
14,29,0,39.4462209264376,"14:29:0"
14,29,0,38.3854952137238,"14:29:0"
14,29,0,37.9935778350634,"14:29:0"
14,29,0,39.1278011309788,"14:29:0"
14,29,0,40.4529604878685,"14:29:0"
14,29,0,39.7281978108765,"14:29:0"
14,29,0,37.3575309552201,"14:29:0"
14,29,0,37.7745486001574,"14:29:0"
14,29,0,39.5412762154001,"14:29:0"
14,29,0,39.4625751168442,"14:29:0"
14,29,0,39.0569897223397,"14:29:0"
14,29,0,40.6643933500807,"14:29:0"
14,29,0,38.6926323738949,"14:29:0"
14,29,0,40.6866766114412,"14:29:0"
14,29,0,50.883467205969,"14:29:0"
14,29,0,59.7473090380162,"14:29:0"
