57.3475,0.045734742,0.079750194,0.000271518,
60.8375,0.049916597,0.08204906,0.000543036,
46.6275,0.040311289,0.086453893,0.000814553,
55.1725,0.051234754,0.092862846,0.001086071,
46.6175,0.046457866,0.099657567,0.001357589,
66.005,0.070474582,0.10677158,0.001629107,
45.6125,0.057951129,0.127050981,0.001900624,
66.125,0.087368949,0.132126956,0.002172142,
61.435,0.09539392,0.155276178,0.00244366,
58.4575,0.092870878,0.158869055,0.002715178,
63.46,0.10198039,0.160700268,0.002986696,
55.4825,0.091058589,0.16412128,0.003258213,
54.68,0.091287093,0.166947866,0.003529731,
59.1625,0.098784277,0.1669711,0.003801249,
59.575,0.099498744,0.167014257,0.004072767,
61.26,0.104562581,0.170686551,0.004344285,
63.455,0.115614301,0.182198883,0.004615802,
57.8025,0.105316982,0.18220143,0.00488732,
59.405,0.108474267,0.182601241,0.005158838,
57.83,0.108012345,0.186775627,0.005430356,
65.2225,0.123119183,0.188767961,0.005701873,
59.5,0.114600756,0.192606313,0.005973391,
60.575,0.117898261,0.19463188,0.006244909,
57.6975,0.113541476,0.196787513,0.006516427,
58.565,0.115614301,0.197411938,0.006787945,
61.205,0.122338329,0.1998829,0.007059462,
60.7625,0.122848145,0.202177568,0.00733098,
62.0625,0.126062154,0.203121295,0.007602498,
55.2275,0.112952792,0.204522733,0.007874016,
56.6025,0.124197423,0.219420385,0.008145534,
60.6175,0.133759735,0.220661913,0.008417051,
57.735,0.128711564,0.222935072,0.008688569,
57.555,0.128711564,0.223632289,0.008960087,
57.2925,0.128419884,0.22414781,0.009231605,
61.185,0.137234592,0.224294504,0.009503122,
57.375,0.12922848,0.225234823,0.00977464,
58.975,0.133041347,0.225589397,0.010046158,
61.1375,0.138172597,0.226003022,0.010317676,
62.8525,0.142448821,0.226639865,0.010589194,
63.4075,0.145229703,0.229041838,0.010860711,
58.765,0.134783777,0.229360636,0.011132229,
49,0.11343133,0.231492511,0.011403747,
47.7225,0.112361025,0.235446645,0.011675265,
67.5825,0.159869739,0.236554935,0.011946783,
60.7775,0.144308697,0.237437698,0.0122183,
63.5325,0.151299923,0.23814571,0.012489818,
46.03,0.10984838,0.238645189,0.012761336,
65.0375,0.155429512,0.238984451,0.013032854,
58.43,0.139761702,0.239195109,0.013304371,
45.0625,0.110264833,0.24469311,0.013575889,
63.8225,0.158823802,0.248852367,0.013847407,
60.195,0.15,0.249190132,0.014118925,
55.4675,0.138413631,0.249540057,0.014390443,
61.38,0.158113883,0.257598376,0.01466196,
58.8325,0.151739909,0.257918513,0.014933478,
54.0875,0.141273966,0.261195222,0.015204996,
