"hr8","min","sec","dBA","Time"
14,53,0,62.3067071126161,"14:53:0"
14,53,0,62.4047953298823,"14:53:0"
14,53,0,62.3771205504944,"14:53:0"
14,53,0,62.0387896994885,"14:53:0"
14,53,0,62.3715597232768,"14:53:0"
14,53,0,62.3280243374477,"14:53:0"
14,53,0,62.2976742434569,"14:53:0"
14,53,0,62.104978500993,"14:53:0"
14,53,0,62.1792107964474,"14:53:0"
14,53,0,62.4830535854812,"14:53:0"
14,54,0,62.1749078784276,"14:54:0"
14,54,0,62.1288727979013,"14:54:0"
14,54,0,62.3161631589692,"14:54:0"
14,54,0,62.0822366897607,"14:54:0"
14,54,0,61.9011452576869,"14:54:0"
14,54,0,62.2225163143789,"14:54:0"
14,54,0,61.9721694794406,"14:54:0"
14,54,0,62.1186830161962,"14:54:0"
14,54,0,62.0701655041207,"14:54:0"
14,54,0,62.4058253763645,"14:54:0"
14,54,0,62.1835662729206,"14:54:0"
14,54,0,61.9932011304546,"14:54:0"
14,54,0,62.1099826303263,"14:54:0"
14,54,0,62.0828065359511,"14:54:0"
14,54,0,62.4868732447889,"14:54:0"
14,54,0,62.0093021367787,"14:54:0"
14,54,0,62.1676515997394,"14:54:0"
14,54,0,62.0710479240821,"14:54:0"
14,54,0,62.2449498151623,"14:54:0"
14,54,0,62.1774379226719,"14:54:0"
14,54,0,62.3185907048358,"14:54:0"
14,54,0,62.1243432646668,"14:54:0"
14,54,0,62.0460742002416,"14:54:0"
14,54,0,62.4916023611112,"14:54:0"
14,54,0,62.5891942086386,"14:54:0"
14,54,0,62.127690099724,"14:54:0"
14,54,0,62.2174378171658,"14:54:0"
14,54,0,62.0880628114133,"14:54:0"
14,54,0,61.9912696984998,"14:54:0"
14,54,0,62.1420368430848,"14:54:0"
14,54,0,62.1131978174307,"14:54:0"
14,54,0,62.0297520246865,"14:54:0"
14,54,0,62.4332321021826,"14:54:0"
14,54,0,62.2899218389978,"14:54:0"
14,54,0,62.2492723935936,"14:54:0"
14,54,0,62.080444917052,"14:54:0"
14,54,0,62.3780558211102,"14:54:0"
14,54,0,62.5205434938411,"14:54:0"
14,54,0,62.216310710083,"14:54:0"
14,54,0,62.1359996320684,"14:54:0"
14,54,0,62.2860426739331,"14:54:0"
14,54,0,62.3066437667992,"14:54:0"
14,54,0,62.2976227739378,"14:54:0"
14,54,0,62.2706966642875,"14:54:0"
14,54,0,62.1859072294451,"14:54:0"
14,54,0,62.1609157429117,"14:54:0"
14,54,0,62.358183525886,"14:54:0"
14,54,0,62.3135450750622,"14:54:0"
14,54,0,62.2376804980246,"14:54:0"
14,54,0,61.9622545602454,"14:54:0"
14,54,0,62.421366934751,"14:54:0"
14,54,0,61.9327713803787,"14:54:0"
14,54,0,62.1685401516718,"14:54:0"
14,54,0,62.2272264674871,"14:54:0"
14,54,0,62.1954210489368,"14:54:0"
14,54,0,62.2009802126612,"14:54:0"
14,54,0,62.3207243557271,"14:54:0"
14,54,0,62.3997491103473,"14:54:0"
14,55,0,62.1660472572589,"14:55:0"
14,55,0,62.3602057607224,"14:55:0"
14,55,0,62.1504262848618,"14:55:0"
14,55,0,62.1934340667677,"14:55:0"
14,55,0,61.9404515797305,"14:55:0"
14,55,0,62.2742084820505,"14:55:0"
14,55,0,62.27796753552,"14:55:0"
14,55,0,62.1011392895184,"14:55:0"
14,55,0,62.2524165679663,"14:55:0"
14,55,0,62.2022527562764,"14:55:0"
14,55,0,62.4798603867723,"14:55:0"
14,55,0,62.2174928954547,"14:55:0"
14,55,0,62.1862382183394,"14:55:0"
14,55,0,62.1537498374835,"14:55:0"
14,55,0,62.2708879661801,"14:55:0"
14,55,0,61.8433142094055,"14:55:0"
14,55,0,62.2669949126081,"14:55:0"
14,55,0,62.1379465403651,"14:55:0"
14,55,0,62.1675102802674,"14:55:0"
14,55,0,62.3028554864212,"14:55:0"
14,55,0,62.157475601858,"14:55:0"
14,55,0,62.0993749608243,"14:55:0"
14,55,0,62.4309441413446,"14:55:0"
14,55,0,62.2032386171432,"14:55:0"
14,55,0,62.4805643671304,"14:55:0"
14,55,0,62.4091033850445,"14:55:0"
14,55,0,62.5531143174609,"14:55:0"
14,55,0,62.0346245980871,"14:55:0"
14,55,0,62.2498458069644,"14:55:0"
14,55,0,62.1912552761515,"14:55:0"
14,55,0,62.0137907045313,"14:55:0"
14,55,0,62.5343665424614,"14:55:0"
14,55,0,61.9964105553652,"14:55:0"
14,55,0,62.1061044884895,"14:55:0"
14,55,0,62.1025596821834,"14:55:0"
14,55,0,62.348812611441,"14:55:0"
14,55,0,62.1551034816678,"14:55:0"
14,55,0,62.2666099665631,"14:55:0"
14,55,0,62.0361973948212,"14:55:0"
14,55,0,62.231195901602,"14:55:0"
14,55,0,62.2986674659841,"14:55:0"
14,55,0,62.6852445936773,"14:55:0"
14,55,0,62.0474504981791,"14:55:0"
14,55,0,61.9946933737336,"14:55:0"
14,55,0,62.205425177327,"14:55:0"
14,55,0,62.2035850138057,"14:55:0"
14,55,0,62.2100095601608,"14:55:0"
14,55,0,62.1521991085575,"14:55:0"
14,55,0,62.4061708537697,"14:55:0"
14,55,0,62.118270250923,"14:55:0"
14,55,0,62.2929302697544,"14:55:0"
14,55,0,62.2565229371774,"14:55:0"
14,55,0,62.2733553624049,"14:55:0"
14,55,0,62.5495580428022,"14:55:0"
14,55,0,62.2949909270278,"14:55:0"
14,55,0,62.2392554425686,"14:55:0"
14,55,0,62.0659678907589,"14:55:0"
14,55,0,62.2810216372616,"14:55:0"
14,56,0,62.1995279063927,"14:56:0"
14,56,0,62.2929745355443,"14:56:0"
14,56,0,62.4621745738472,"14:56:0"
14,56,0,62.3252891503158,"14:56:0"
14,56,0,62.3798529843729,"14:56:0"
14,56,0,62.1715493025995,"14:56:0"
14,56,0,62.3068608603609,"14:56:0"
14,56,0,61.9075524198627,"14:56:0"
14,56,0,62.2354824326817,"14:56:0"
14,56,0,62.0503574264634,"14:56:0"
14,56,0,62.2808353692336,"14:56:0"
14,56,0,62.0755631067063,"14:56:0"
14,56,0,62.1868003562737,"14:56:0"
14,56,0,62.2079296550083,"14:56:0"
14,56,0,62.1160461262314,"14:56:0"
14,56,0,62.0283685642297,"14:56:0"
14,56,0,62.3521525308531,"14:56:0"
14,56,0,62.031447848823,"14:56:0"
14,56,0,61.993328938045,"14:56:0"
14,56,0,62.3296203802639,"14:56:0"
14,56,0,62.1090465949862,"14:56:0"
14,56,0,62.3851694148132,"14:56:0"
14,56,0,62.1278179778592,"14:56:0"
14,56,0,62.1146801975215,"14:56:0"
14,56,0,62.0602998824217,"14:56:0"
14,56,0,62.1507928472048,"14:56:0"
14,56,0,62.2839116857027,"14:56:0"
14,56,0,62.2836493081688,"14:56:0"
14,56,0,62.1360723207227,"14:56:0"
14,56,0,62.330342811912,"14:56:0"
14,56,0,62.3875585010532,"14:56:0"
14,56,0,62.0898374731174,"14:56:0"
14,56,0,62.5097665509058,"14:56:0"
14,56,0,62.1333308319952,"14:56:0"
14,56,0,61.9595690802934,"14:56:0"
14,56,0,61.8370376982025,"14:56:0"
14,56,0,62.2393609495259,"14:56:0"
14,56,0,62.2532236872327,"14:56:0"
14,56,0,62.1604507057101,"14:56:0"
14,56,0,62.3661630975148,"14:56:0"
14,56,0,62.1903995141963,"14:56:0"
14,56,0,62.16880615186,"14:56:0"
14,56,0,62.1720357511742,"14:56:0"
14,56,0,62.2274102864201,"14:56:0"
14,56,0,62.403146642781,"14:56:0"
14,56,0,62.1242876624417,"14:56:0"
14,56,0,62.2489442776258,"14:56:0"
14,56,0,62.5719896234584,"14:56:0"
14,56,0,61.9427162660896,"14:56:0"
14,56,0,62.5666335490779,"14:56:0"
14,56,0,62.1809297561849,"14:56:0"
14,56,0,62.3337275579209,"14:56:0"
14,56,0,62.3454801411322,"14:56:0"
14,56,0,62.1213934746857,"14:56:0"
14,56,0,62.3570885432748,"14:56:0"
14,56,0,62.0310412937657,"14:56:0"
14,56,0,62.3599053600566,"14:56:0"
14,56,0,62.3090640801958,"14:56:0"
14,57,0,62.3247288254184,"14:57:0"
14,57,0,62.5640673104622,"14:57:0"
14,57,0,62.2248855868344,"14:57:0"
14,57,0,62.379229901057,"14:57:0"
14,57,0,62.2051752266767,"14:57:0"
14,57,0,62.3869077455806,"14:57:0"
14,57,0,62.0708679528594,"14:57:0"
14,57,0,62.4052637113029,"14:57:0"
14,57,0,62.4491122539399,"14:57:0"
14,57,0,62.1202652176376,"14:57:0"
14,57,0,62.253790966436,"14:57:0"
14,57,0,62.2985382416464,"14:57:0"
14,57,0,62.2176872130667,"14:57:0"
14,57,0,62.2191913029849,"14:57:0"
14,57,0,62.0408172226678,"14:57:0"
14,57,0,62.4362112448246,"14:57:0"
14,57,0,62.1999799766012,"14:57:0"
14,57,0,62.3010578342984,"14:57:0"
14,57,0,62.3166956811764,"14:57:0"
14,57,0,62.2692051346302,"14:57:0"
14,57,0,62.1184627524633,"14:57:0"
14,57,0,62.4020179210564,"14:57:0"
14,57,0,62.5136160768416,"14:57:0"
14,57,0,62.1512433711738,"14:57:0"
14,57,0,62.2355085731327,"14:57:0"
14,57,0,62.0031707380268,"14:57:0"
14,57,0,62.077627642546,"14:57:0"
14,57,0,62.1925786611303,"14:57:0"
14,57,0,62.5318926180738,"14:57:0"
14,57,0,62.1175572077502,"14:57:0"
14,57,0,62.4253891921696,"14:57:0"
14,57,0,62.2065668083176,"14:57:0"
14,57,0,62.2888486905567,"14:57:0"
14,57,0,62.1952703677499,"14:57:0"
14,57,0,62.0784878196045,"14:57:0"
14,57,0,62.2277988997651,"14:57:0"
14,57,0,62.2114800575845,"14:57:0"
14,57,0,62.2433020378023,"14:57:0"
14,57,0,62.1641932464433,"14:57:0"
14,57,0,62.2255897464491,"14:57:0"
14,57,0,62.322361843024,"14:57:0"
14,57,0,61.80842153362,"14:57:0"
14,57,0,61.9805768873027,"14:57:0"
14,57,0,62.1574052630009,"14:57:0"
14,57,0,62.0445608852478,"14:57:0"
14,57,0,62.2969122897638,"14:57:0"
14,57,0,62.2960372865583,"14:57:0"
14,57,0,62.3214670904631,"14:57:0"
14,57,0,62.3701010293629,"14:57:0"
14,57,0,62.3556417949796,"14:57:0"
14,57,0,62.3263413722395,"14:57:0"
14,57,0,62.2753275107577,"14:57:0"
14,57,0,62.4063319525378,"14:57:0"
14,57,0,62.010425970321,"14:57:0"
14,57,0,62.0969321862376,"14:57:0"
14,57,0,62.1926426275596,"14:57:0"
14,57,0,62.239356819703,"14:57:0"
14,57,0,61.9789230148992,"14:57:0"
14,58,0,62.0333917783741,"14:58:0"
14,58,0,62.0203178793479,"14:58:0"
14,58,0,62.1637152407169,"14:58:0"
14,58,0,62.1979623774855,"14:58:0"
14,58,0,62.4990975841272,"14:58:0"
14,58,0,62.1691901152553,"14:58:0"
14,58,0,62.486518097209,"14:58:0"
14,58,0,62.3205335764477,"14:58:0"
14,58,0,62.2093650222363,"14:58:0"
14,58,0,62.3961382047283,"14:58:0"
14,58,0,62.4564645867197,"14:58:0"
14,58,0,62.2600595343721,"14:58:0"
14,58,0,62.2985312392078,"14:58:0"
14,58,0,62.062617602917,"14:58:0"
14,58,0,62.0827955698684,"14:58:0"
14,58,0,62.244738676251,"14:58:0"
14,58,0,62.3245679255068,"14:58:0"
14,58,0,62.3505538662856,"14:58:0"
14,58,0,62.2683843371729,"14:58:0"
14,58,0,62.4516419358849,"14:58:0"
14,58,0,62.1956365265393,"14:58:0"
14,58,0,62.2492413452846,"14:58:0"
14,58,0,62.4835240898883,"14:58:0"
14,58,0,62.1570859249751,"14:58:0"
14,58,0,61.8926049137163,"14:58:0"
14,58,0,62.443264535645,"14:58:0"
14,58,0,62.3478502880144,"14:58:0"
14,58,0,62.5746441340278,"14:58:0"
14,58,0,62.0650262161404,"14:58:0"
14,58,0,62.2043055215779,"14:58:0"
14,58,0,62.0924166799662,"14:58:0"
14,58,0,62.2127446398988,"14:58:0"
14,58,0,62.3493951332879,"14:58:0"
14,58,0,62.3567108021237,"14:58:0"
14,58,0,61.9597542375305,"14:58:0"
14,58,0,62.3057018550465,"14:58:0"
14,58,0,62.0334023206264,"14:58:0"
14,58,0,62.1151429332409,"14:58:0"
14,58,0,61.9948436646648,"14:58:0"
14,58,0,62.2733304262764,"14:58:0"
14,58,0,62.2170091419199,"14:58:0"
14,58,0,62.2635952943094,"14:58:0"
14,58,0,62.255171853855,"14:58:0"
14,58,0,62.0129020286043,"14:58:0"
14,58,0,62.0207626423243,"14:58:0"
14,58,0,62.2792715707987,"14:58:0"
14,58,0,62.295895636726,"14:58:0"
14,58,0,62.2480139817558,"14:58:0"
14,58,0,62.1783316072548,"14:58:0"
14,58,0,61.9045030209986,"14:58:0"
14,58,0,62.4277496270355,"14:58:0"
14,58,0,62.1174300996758,"14:58:0"
14,58,0,62.0347372577703,"14:58:0"
14,58,0,62.3372230447803,"14:58:0"
14,58,0,62.1229192539366,"14:58:0"
14,58,0,62.1994138692022,"14:58:0"
14,58,0,62.0940307748187,"14:58:0"
14,58,0,62.3138972808208,"14:58:0"
14,58,0,62.0667288113431,"14:58:0"
14,59,0,62.1618590406462,"14:59:0"
14,59,0,61.9908196594943,"14:59:0"
14,59,0,62.4535689666233,"14:59:0"
14,59,0,62.1463060455451,"14:59:0"
14,59,0,62.0670250670978,"14:59:0"
14,59,0,62.2647897971048,"14:59:0"
14,59,0,61.9905305236734,"14:59:0"
14,59,0,62.2761279571422,"14:59:0"
14,59,0,61.9836033668607,"14:59:0"
14,59,0,61.9847578377538,"14:59:0"
14,59,0,62.2766286348655,"14:59:0"
14,59,0,62.3225922453774,"14:59:0"
14,59,0,62.4260103418283,"14:59:0"
14,59,0,62.3811890825131,"14:59:0"
14,59,0,62.1395342290055,"14:59:0"
14,59,0,62.5004914496502,"14:59:0"
14,59,0,62.1134378377415,"14:59:0"
14,59,0,61.9635191694107,"14:59:0"
14,59,0,62.0244420114228,"14:59:0"
14,59,0,62.1196901804622,"14:59:0"
14,59,0,62.2090373584531,"14:59:0"
14,59,0,62.5124777095043,"14:59:0"
14,59,0,62.1950996287065,"14:59:0"
14,59,0,62.0582308165826,"14:59:0"
14,59,0,62.1347029165449,"14:59:0"
14,59,0,62.4249307069839,"14:59:0"
14,59,0,61.9670442109257,"14:59:0"
14,59,0,61.9286486510284,"14:59:0"
14,59,0,62.3117778300036,"14:59:0"
14,59,0,61.7505505159657,"14:59:0"
14,59,0,62.122360299751,"14:59:0"
14,59,0,62.2180341431154,"14:59:0"
14,59,0,62.0091244064913,"14:59:0"
14,59,0,62.2492714632972,"14:59:0"
14,59,0,62.0117197575228,"14:59:0"
14,59,0,61.8684068381443,"14:59:0"
14,59,0,61.9874024680806,"14:59:0"
14,59,0,62.378639935499,"14:59:0"
14,59,0,62.193839859048,"14:59:0"
14,59,0,62.2334270295269,"14:59:0"
14,59,0,62.3211459837983,"14:59:0"
14,59,0,62.2019146247829,"14:59:0"
14,59,0,62.1235587724965,"14:59:0"
14,59,0,62.0674970567953,"14:59:0"
14,59,0,62.1020373257587,"14:59:0"
14,59,0,62.1607202458801,"14:59:0"
14,59,0,62.3424905687448,"14:59:0"
14,59,0,62.3986986686668,"14:59:0"
14,59,0,62.1634650855497,"14:59:0"
14,59,0,62.1012751004689,"14:59:0"
14,59,0,62.3869388506886,"14:59:0"
14,59,0,62.1784411409307,"14:59:0"
14,59,0,62.2181058268,"14:59:0"
14,59,0,62.0936245236286,"14:59:0"
14,59,0,61.640587735593,"14:59:0"
14,59,0,62.2061249044518,"14:59:0"
14,59,0,62.2491554739782,"14:59:0"
14,59,0,61.9819618720179,"14:59:0"
15,0,0,62.067272048676,"15:0:0"
15,0,0,62.1689978893529,"15:0:0"
15,0,0,62.0904088415843,"15:0:0"
15,0,0,62.3671546987013,"15:0:0"
15,0,0,62.0421535383089,"15:0:0"
15,0,0,62.2797591993229,"15:0:0"
15,0,0,62.2248640726901,"15:0:0"
15,0,0,62.1403805480173,"15:0:0"
15,0,0,62.2174754352011,"15:0:0"
15,0,0,62.0651651759395,"15:0:0"
15,0,0,62.267975425289,"15:0:0"
15,0,0,62.0560736522057,"15:0:0"
15,0,0,62.2201348657239,"15:0:0"
15,0,0,62.1824335015639,"15:0:0"
15,0,0,62.2891757619966,"15:0:0"
15,0,0,62.0496865461511,"15:0:0"
15,0,0,62.0648197388223,"15:0:0"
15,0,0,62.1727188787281,"15:0:0"
15,0,0,62.1268370405065,"15:0:0"
15,0,0,62.1342805190565,"15:0:0"
15,0,0,61.8938273245015,"15:0:0"
15,0,0,62.2637205736262,"15:0:0"
15,0,0,61.8091862961724,"15:0:0"
15,0,0,62.1045180692809,"15:0:0"
15,0,0,61.9331620411354,"15:0:0"
15,0,0,62.0525669648713,"15:0:0"
15,0,0,61.8119152203335,"15:0:0"
15,0,0,62.0780071387847,"15:0:0"
15,0,0,61.9839942166107,"15:0:0"
15,0,0,62.3005029073622,"15:0:0"
15,0,0,62.3080808423434,"15:0:0"
15,0,0,62.2738976246129,"15:0:0"
15,0,0,62.2286089228745,"15:0:0"
15,0,0,62.0072877287146,"15:0:0"
15,0,0,62.3950026704698,"15:0:0"
15,0,0,61.9615332110643,"15:0:0"
15,0,0,62.2500619444078,"15:0:0"
15,0,0,61.8949063829669,"15:0:0"
15,0,0,62.0557804604141,"15:0:0"
15,0,0,62.5234745976305,"15:0:0"
15,0,0,62.0149781253918,"15:0:0"
15,0,0,62.1981524414096,"15:0:0"
15,0,0,61.8095900499278,"15:0:0"
15,0,0,62.1279232503147,"15:0:0"
15,0,0,62.1229100953286,"15:0:0"
15,0,0,61.9366665620087,"15:0:0"
15,0,0,62.3730933993882,"15:0:0"
15,0,0,62.3282359705604,"15:0:0"
15,0,0,62.5845605965838,"15:0:0"
15,0,0,62.4749188141055,"15:0:0"
15,0,0,62.1237276861026,"15:0:0"
15,0,0,62.0957707420315,"15:0:0"
15,0,0,62.041583678236,"15:0:0"
15,0,0,62.1788118519161,"15:0:0"
15,0,0,61.8952946587827,"15:0:0"
15,0,0,61.9645192323398,"15:0:0"
15,0,0,62.7613890984123,"15:0:0"
15,0,0,63.6045809682472,"15:0:0"
